h112.R1	EV	batch1	/home/jmg292/project/Exp10/results/prinseq/h112.R1_td.fastq.gz
h112.R2	EV	batch1	/home/jmg292/project/Exp10/results/prinseq/h112.R2_td.fastq.gz
h113.R1	WT	batch1	/home/jmg292/project/Exp10/results/prinseq/h113.R1_td.fastq.gz
h113.R2	WT	batch2	/home/jmg292/project/Exp10/results/prinseq/h113.R2_td.fastq.gz
h115.R1	4SA	batch2	/home/jmg292/project/Exp10/results/prinseq/h115.R1_td.fastq.gz
h115.R2	4SA	batch2	/home/jmg292/project/Exp10/results/prinseq/h115.R2_td.fastq.gz
h117.R1	4SD	batch2	/home/jmg292/project/Exp10/results/prinseq/h117.R1_td.fastq.gz
h117.R2	4SD	batch2	/home/jmg292/project/Exp10/results/prinseq/h117.R2_td.fastq.gz
