EV.R1	EV	batch1	./results/prinseq/EV.R1_td.fastq.gz
EV.R2	EV	batch2	./results/prinseq/EV.R2_td.fastq.gz
WT.R1	WT	batch1	./results/prinseq/WT.R1_td.fastq.gz
WT.R2	WT	batch2	./results/prinseq/WT.R2_td.fastq.gz
4SA.R1	4SA	batch1	./results/prinseq/4SA.R1_td.fastq.gz
4SA.R2	4SA	batch2	./results/prinseq/4SA.R2_td.fastq.gz
4SD.R1	4SD	batch1	./results/prinseq/4SD.R1_td.fastq.gz
4SD.R2	4SD	batch2	./results/prinseq/4SD.R2_td.fastq.gz
